상품코드,판매상품 ID,상품명,정가,판매가,할인율,적립율,적립예정포인트,인물,출판사,발행(출시)일자,분야
9791199846869,S000221345849,나무 찾아 삼만 리,"20,000","18,000",10%,5%,"1,000",박승익,이um,20260921,시/에세이
9791176821728,S000221190516,"같은 하루, 다른 일기","18,500","16,650",10%,5%,920,김나라 외,미다스북스,20260921,시/에세이
9791193703199,S000221151937,이모,"18,000","16,200",10%,5%,900,박은주,오늘산책,20260921,시/에세이
9791122073928,S000221152558,여전히 눈부신 그들의 세상을,"18,000","16,200",10%,5%,900,유은영,더케이북스,20260921,시/에세이
9791190314510,S000221283469,고양이는 시,"17,000","15,300",10%,5%,850,제임스 러플린 외,에이치비 프레스,20260921,시/에세이
9791124666012,S000221368143,"말하라, 음악이여","15,800","14,220",10%,5%,790,전수찬,안나푸르나,20260921,시/에세이
9791141691080,S000221353604,종이 인형 목욕시키기,"12,000","10,800",10%,5%,600,수진,문학동네,20260921,시/에세이
9791199467187,S000221375356,세월이 내게 말을 걸었다,"15,000","13,500",10%,5%,750,이향옥,한국문인출판부,20260919,시/에세이
9791199872790,S000221255411,책의 온도,"18,000","16,200",10%,5%,900,최효정 외,책강,20260917,시/에세이
9791172071233,S000221337127,비비디 바비디 부,"12,000","10,800",10%,5%,600,민든해,달아실,20260917,시/에세이
9791141603656,S000221242274,하얀 마음을 가지게 해주세요,"12,000","10,800",10%,5%,600,조해주,문학동네,20260917,시/에세이
9791176821346,S000221151758,조용히 나를 돌보는 시간,"19,000","17,100",10%,5%,950,김재희,미다스북스,20260916,시/에세이
9791198956873,S000221230545,기억은 사라지지 않는다,"18,000","16,200",10%,5%,900,이택민,책편사,20260916,시/에세이
9791199010505,S000221328651,가장 투명한 거짓말,"16,800","15,120",10%,5%,840,오수영,고어라운드,20260916,시/에세이
9791167919328,S000221329044,너는 아직 피어나지 않았다,"16,800","15,120",10%,5%,840,조수아,메이킹북스,20260916,시/에세이
9791176350518,S000221359489,엄마가 머무르는 계절,"16,800","15,120",10%,5%,840,장지미,포레스트 미우,20260916,시/에세이
9791162437391,S000221337072,붉음을 만지는 일,"12,000","10,800",10%,5%,600,조명수,시산맥,20260916,시/에세이
9791138867375,S000221268772,그대의 마음 가을로 물들 때 왜 내 마음 탈까?,"19,000","17,100",10%,5%,950,김영배,좋은땅,20260915,시/에세이
9791192837321,S000221280991,물수리의 노래가 머무는 자리,"18,000","16,200",10%,5%,900,유서영,말그릇,20260915,시/에세이
9791139234800,S000221381334,봄꽃 지나 눈꽃으로,"18,000","16,200",10%,5%,900,김이현,지식과감성,20260915,시/에세이
9791167822499,S000221262609,잠시 시간이 멈추는 곳으로 가겠습니다,"18,000","16,200",10%,5%,900,유철상,상상출판,20260915,시/에세이
9791176880633,S000221256345,사랑은 원래 좀 유치한 거야!,"17,800","16,020",10%,5%,890,땃꾸,모티브,20260915,시/에세이
9791187991502,S000220921830,누리에게,"17,000","15,300",10%,5%,850,민구홍,브와포레,20260915,시/에세이
9791176350464,S000221280798,있잖아 모든 건 사랑이었어,"16,800","15,120",10%,5%,840,무해한 여름,포레스트 웨일,20260914,시/에세이
9791122104011,S000221353701,바깥에서 존재하기,"18,000","16,200",10%,5%,900,시일 편집부,시일북스앤웍스,20260911,시/에세이
9791139234695,S000221337634,문과의 반격,"16,800","15,120",10%,5%,840,조혜영,지식과감성,20260911,시/에세이
9791199846852,S000221248711,초록이 나를 보았다,"12,000","10,800",10%,5%,600,정선희,이um,20260911,시/에세이
9791187232735,S000221192870,사람들과 함께 행복으로 직진!,"8,000","7,200",10%,5%,400,이강희,은빛,20260911,시/에세이
9791189922740,S000220995921,매일 읽고 쓰는 긍정의 한 줄 (필사책),"26,500","23,850",10%,5%,"1,320",최경란,오렌지연필,20260910,시/에세이
9791199570566,S000220957350,당신이라는 영화를 읽는 시간 1,"20,000","18,000",10%,5%,"1,000",김규나,양문,20260910,시/에세이
9791175490949,S000221035067,"신동엽, 꽃불의 시","19,500","17,550",10%,5%,970,신동엽 외,소명출판,20260910,시/에세이
9791167014412,S000221336944,"예,술입니다","19,000","17,100",10%,5%,950,박수용,이든북,20260910,시/에세이
9788960901797,S000221191599,조지 오웰의 문장들,"17,500","15,750",10%,5%,870,조지 오웰,마음산책,20260910,시/에세이
9791124253045,S000221189491,"나란 꽃, 세상에서 단 하나뿐인","17,000","15,300",10%,5%,850,이미란,마음시회,20260910,시/에세이
9791124327104,S000220991151,후회는 언제나 늦게 온다,"17,000","15,300",10%,5%,850,장선희,투래빗,20260910,시/에세이
9791193808603,S000220939389,이 나이 먹도록 내 몸을 몰랐다니!,"16,800","15,120",10%,5%,840,오지영,다른상상,20260910,시/에세이
9791164849215,S000221075657,사건이 보이는 것보다 가까이 있습니다,"18,000","16,200",10%,5%,900,박진규,매일경제신문사,20260910,시/에세이
9791138864350,S000221337394,팀장님의 책상 위엔 슬랑이가 있다,"14,000","12,600",10%,5%,700,김지인,좋은땅,20260910,시/에세이
9791175011137,S000221176973,우리는 기꺼이 아무것도 아니어서,"12,000","10,800",10%,5%,600,김지숙,걷는사람,20260910,시/에세이
9791198638830,S000221334532,가을의 편안한 머무름,"11,000","9,900",10%,5%,550,소원,닢(라이프마인드),20260910,시/에세이
9791199786059,S000221228218,백사리에서 온 편지,"20,000","18,000",10%,5%,"1,000",김점용,아크메랩,20260909,시/에세이
9791176612647,S000221282118,딱 알맞은 고독,"19,900","17,910",10%,5%,990,가마타 미노루,21세기북스,20260909,시/에세이
9791158162238,S000221151780,"빵, 공원, 농구하는 소녀","18,000","16,200",10%,5%,900,천선란,달,20260909,시/에세이
9791124137710,S000221109007,누워 있기의 기술,"17,800","16,020",10%,5%,890,미역의효능,빅피시,20260909,시/에세이
9791199533264,S000221189067,던스,"14,000","12,600",10%,5%,700,메리 루플,물결점,20260909,시/에세이
9791174970633,S000221168662,나의 글쓰기 오디세이,"20,000","18,000",10%,5%,"1,000",조규택,박이정출판사,20260907,시/에세이
9791194176213,S000221162171,삶의 방정식,"18,000","16,200",10%,5%,900,김동진,마누스,20260907,시/에세이
9791176350501,S000221191657,별을 바라보는 시간,"16,800","15,120",10%,5%,840,포레스트 웨일 공동 작가,포레스트 웨일,20260907,시/에세이
9791176350495,S000221191668,그리움을 바라보는 시간,"16,800","15,120",10%,5%,840,포레스트 웨일 공동 작가,포레스트 웨일,20260907,시/에세이
9788960901315,S000221074775,젠지 사전,"16,800","15,120",10%,5%,840,이소호,마음산책,20260905,시/에세이
9791173327650,S000221047870,"우아하게, 용기있게","32,000","28,800",10%,5%,"1,600",켄 윌버,김영사,20260901,시/에세이
9791198174109,S000221062769,꽃밭을 늘리기로 했다,"19,800","17,820",10%,5%,990,이용혁,소르북스,20260901,시/에세이
9791197792397,S000220988701,"사랑, 이젠 너를","13,000","11,700",10%,5%,650,신중한,모데미풀,20260901,시/에세이
9791124172155,S000221152340,소리의 안쪽,"13,000","11,700",10%,5%,650,김성이,실천,20260901,시/에세이
9791192603711,S000220996823,교도소에 들어가는 중입니다,"17,000","15,300",10%,5%,850,김도영,봄름,20260831,시/에세이
9791198397720,S000220862069,그 모든 시간 속에서도 음악은 여전히,"15,000","13,500",10%,5%,750,이윤석,레가토,20260831,시/에세이
9791124194294,S000221034796,250킬로미터의 질문,"20,000","18,000",10%,5%,"1,000",방주희,마음연결,20260830,시/에세이
9791193941768,S000220789117,"여름, 안부","17,000","15,300",10%,5%,850,백가희,클랩북스,20260830,시/에세이
9791160275186,S000221031816,"갸, 직업이 뭐이가?","25,000","22,500",10%,5%,"1,250",표재순,소담출판사,20260828,시/에세이
9788967999681,S000221031420,"먹고, 기도하고, 살아라","22,000","19,800",10%,5%,"1,100",천월순,북오션,20260828,시/에세이
9791173327810,S000221047866,우리는 서로의 말로 살아간다,"19,800","17,820",10%,5%,990,여성시대,김영사,20260828,시/에세이
9791141618735,S000221048288,오늘도 고쳤습니다,"18,000","16,200",10%,5%,900,유혜민,문학동네,20260828,시/에세이
9791176821117,S000220860647,회의실에서는 울 수 없으니까,"18,500","16,650",10%,5%,920,박재은,미다스북스,20260827,시/에세이
9791170404057,S000221062570,필사 너무 잘하려고 애쓰지 마라,"19,500","17,550",10%,5%,970,나태주,열림원,20260825,시/에세이
9788925568836,S000220929871,친구는 쓸모없다,"18,500","16,650",10%,5%,920,사노 요코,알에이치코리아,20260825,시/에세이
9791176820479,S000220807884,어머니의 강은 느리게 흐른다,"19,500","17,550",10%,5%,970,권미숙,미다스북스,20260824,시/에세이
9791124769034,S000220939154,하늘과 바람과 별과 시,"10,000","9,000",10%,5%,500,윤동주,올리버,20260824,시/에세이
9791161111636,S000220923364,과수원을 지나며,"15,000","13,500",10%,5%,750,필리프 자코테,뮤진트리,20260821,시/에세이
9791192421674,S000220930607,매일 출근하는 사람은 자신이 꽤 멋진 사람이라는 걸 모른다,"18,800","16,920",10%,5%,940,함주원,시프,20260820,시/에세이
9791176880626,S000220853697,지랄 맞을 용기,"17,800","16,020",10%,5%,890,조영훈,모티브,20260818,시/에세이
9791157212231,S000221030908,숨어 우는 바람 소리를 듣는다,"12,000","10,800",10%,5%,600,김문구,파랑새미디어,20260818,시/에세이
9788932045665,S000220871267,보호 관찰,"13,000","11,700",10%,5%,650,정한아,문학과지성사,20260814,시/에세이
9788925569796,S000220807438,아픈 동물의 시간은 어떻게 흐르는가,"19,800","17,820",10%,5%,990,르네 알사라프,알에이치코리아,20260812,시/에세이
9791176350426,S000220844297,꿈이라 부르는 이름,"16,800","15,120",10%,5%,840,포레스트 웨일 공동 작가,포레스트 웨일,20260811,시/에세이
9788931483451,S000220761610,오늘의 현조,"19,800","17,820",10%,5%,990,이은형,영진닷컴,20260810,시/에세이
9791199444584,S000220647343,너는 별이다,"17,000","15,300",10%,5%,850,나태주,더블북,20260810,시/에세이
9791194391401,S000220588465,나는 항공 엔지니어입니다,"19,500","17,550",10%,5%,970,김진혁,루아크,20260805,시/에세이
9791192603810,S000220623884,나에게 다정해도 괜찮아,"16,000","14,400",10%,5%,800,신은영 외,문학책방,20260803,시/에세이
9788901300313,S000220699457,몫이 있는 사람,"18,500","16,650",10%,5%,920,공근식,웅진지식하우스,20260730,시/에세이
9791199735859,S000220663797,마음의 이름,"18,800","16,920",10%,5%,940,잔보,나무사이,20260730,시/에세이
9791188660704,S000220996466,죽을 때까지 섹시하게 사는 법: W.I.S.E,"14,000","12,600",10%,5%,700,김희재,올댓스토리,20260730,시/에세이
9788936425418,S000220645728,물빛인쇄소,"13,000","11,700",10%,5%,650,함민복,창비,20260730,시/에세이
9791176820264,S000220567813,너의 여정에 함께할 수 있어 행복했어,"20,000","18,000",10%,5%,"1,000",이원기,미다스북스,20260729,시/에세이
9791187093398,S000220665987,한참 동안 나무를 끌어안았다,"18,500","16,650",10%,5%,920,안은영,슬:B,20260727,시/에세이
9791191533149,S000220696018,엄마가 죽었을 때,"14,000","12,600",10%,5%,700,김영아,소소한소통,20260727,시/에세이
9788932045627,S000220705397,잘못한 인사,"13,000","11,700",10%,5%,650,조은,문학과지성사,20260724,시/에세이
9788946423398,S000220567781,"나이 60, 생판 남들과 산다","18,000","16,200",10%,5%,900,조선희,샘터(샘터사),20260723,시/에세이
9791158967932,S000220573962,나는 나를 조립 중이다,"12,000","10,800",10%,5%,600,황주현,시인동네,20260723,시/에세이
9791199489578,S000220567022,결국 어떻게든 되더라고요,"17,500","15,750",10%,5%,870,정일영,논픽션,20260722,시/에세이
9791173326981,S000220575181,매일 떠나는 사람,"17,800","16,020",10%,5%,890,태원준,김영사,20260721,시/에세이
9791173744761,S000220575522,그 따스함이 나를 살렸다,"18,800","16,920",10%,5%,940,노정호,하움출판사,20260720,시/에세이
9791168226074,S000220503375,결국 다 괜찮아질 겁니다,"18,500","16,650",10%,5%,920,피코 아이어,서사원,20260720,시/에세이
9791124002155,S000220508716,우울은 초록의 마음,"17,500","15,750",10%,5%,870,반혜린,북라이프,20260720,시/에세이
9791175984059,S000220525479,오늘도 우리는 살아간다,"17,000","15,300",10%,5%,850,박상진,북랩,20260720,시/에세이
9791157957996,S000220695393,꽃이라고 보니 뽑아 버릴 풀이 없네,"17,000","15,300",10%,5%,850,한상호,스타북스,20260720,시/에세이
9788937449390,S000220455797,푸른 물속의 시,"15,000","13,500",10%,5%,750,안태운 외,민음사,20260719,시/에세이
9791193238967,S000220567838,정목 스님의 하루 명상,"18,500","16,650",10%,5%,920,정목,수오서재,20260716,시/에세이
9791157286096,S000220567549,그래그래,"13,000","11,700",10%,5%,650,이순희,지혜,20260715,시/에세이
9791138863759,S000220525056,"웃기려고 산 인생은 아닌데, 어쩌다 보니 웃긴 일이 많았다","17,800","16,020",10%,5%,890,박준현,좋은땅,20260714,시/에세이
9791190408899,S000220454982,내가 왜 당신 마음에 들어야 할까,"18,800","16,920",10%,5%,940,이상미,모모북스,20260714,시/에세이
9791199917705,S000220490731,"한 달에 한 번, 나를 만나러 가는 날","15,000","13,500",10%,5%,750,이현주,비잉마이셀프,20260713,시/에세이
9788932045580,S000220525521,브로콜리 산양 작은 사람,"13,000","11,700",10%,5%,650,이원,문학과지성사,20260713,시/에세이
9791175983755,S000220452338,우울증 치료 일기,"16,700","15,030",10%,5%,830,안젤라,북랩,20260708,시/에세이
9791155552933,S000220511709,나무에 안겨 잠든 바람,"15,000","13,500",10%,5%,750,김영국,이지출판,20260707,시/에세이
9791199191235,S000220452875,아직 상어에게 물린 적은 없는데요,"16,800","15,120",10%,5%,840,백소정,이월오일,20260704,시/에세이
9791197504136,S000001986977,다정소감(스티치 에디션),"15,000","13,500",10%,5%,750,김혼비,안온북스,20260701,시/에세이
9791173326905,S000220448058,빨강머리 앤이 하는 말(출간 10주년 완전판),"22,000","19,800",10%,5%,"1,100",백영옥,김영사,20260630,시/에세이
9791170875253,S000220355058,어떤 여름방학,"22,000","19,800",10%,5%,"1,100",궁리(박조은),휴머니스트,20260630,시/에세이
9788960909991,S000220307576,버지니아 울프의 문장들,"18,500","16,650",10%,5%,920,버지니아 울프,마음산책,20260630,시/에세이
9788936425388,S000220363157,처음으로 물에 뜨는 시간,"15,000","13,500",10%,5%,750,조인호,창비,20260629,시/에세이
9791194442967,S000220341565,말과 말의 술래잡기,"20,000","18,000",10%,5%,"1,000",사이토 마리코 외,돌베개,20260626,시/에세이
9791124065570,S000220339337,어슬렁과 기웃거림,"16,000","14,400",10%,5%,800,이원,난다,20260626,시/에세이
9791124128978,S000220340188,신세기 도킹 스테이션,"13,000","11,700",10%,5%,650,윤다미,교유서가,20260626,시/에세이
9791190457514,S000220178181,나를 살리는 음식들,"23,000","20,700",10%,5%,"1,150",선재 스님,나무의마음,20260625,시/에세이
9788960909960,S000220166821,당신의 독자가 될게요,"17,000","15,300",10%,5%,850,정세랑,마음산책,20260625,시/에세이
9788937475634,S000220296762,세계시인선 시화집(파울 클레 에디션),"17,000","15,300",10%,5%,850,호라티우스 외,민음사,20260625,시/에세이
9791124336861,S000220362733,"내 손으로, 치앙마이","32,500","29,250",10%,5%,"1,620",이다,반비,20260624,시/에세이
9791169095624,S000220166142,밤과 책,"21,000","18,900",10%,5%,"1,050",김유태,글항아리,20260624,시/에세이
9791167376695,S000220362959,마음 박물관,"19,000","17,100",10%,5%,950,황주리,은행나무,20260624,시/에세이
9791141617196,S000220340042,시부야의 초급반,"16,800","15,120",10%,5%,840,남궁인,문학동네,20260624,시/에세이
9791193627099,S000220242602,평화,"10,000","9,000",10%,5%,500,수림 외,파도,20260624,시/에세이
9791188574827,S000220307551,"그림책, 알수록 사랑하게 된다","21,000","18,900",10%,5%,"1,050",채송아 외,나는별,20260622,시/에세이
9788937450006,S000220240431,세계문학전집 이야기,"12,000","10,800",10%,5%,600,민음사 편집부,민음사,20260620,시/에세이
9788937449529,S000220278294,아홉 번째 몸,"19,800","17,820",10%,5%,990,천쓰홍,민음사,20260619,시/에세이
9791124065655,S000220221374,어깨에 머리를 기대던 시절(미니 에디션),"9,900","8,910",10%,5%,490,고명재,난다,20260619,시/에세이
9791199435131,S000220308333,호흡의 장면,"13,000","11,700",10%,5%,650,진수빈,저스트스토리지,20260615,시/에세이
9791199349445,S000220111174,정지선이 출발선이 될 때,"19,000","17,100",10%,5%,950,장은교,터틀넥프레스,20260611,시/에세이
9788935679263,S000220226587,상처와 결별하기,"17,000","15,300",10%,5%,850,도종환,한길사,20260610,시/에세이
9791162015759,S000220273029,곱게 늙은 절집,"28,000","25,200",10%,5%,"1,400",심인보,담앤북스,20260608,시/에세이
9791194232360,S000220161399,하이쿠,"22,000","19,800",10%,5%,"1,100",라파엘 로젠달,워크룸프레스,20260605,시/에세이
9788932045290,S000220178401,야생의 눈과 눈 안쪽의 야생,"13,000","11,700",10%,5%,650,김리윤,문학과지성사,20260605,시/에세이
9791196532062,S000220119745,기억의 선을 따라 걷다,"24,000","21,600",10%,5%,"1,200",신지혜,심화북스,20260601,시/에세이
9791192532615,S000220176810,"시옷으로 지은 시, 읽기","17,000","15,300",10%,5%,850,주홍빛,명문,20260601,시/에세이
9791173326530,S000220093297,소중한 보물들(민들레 에디션),"22,000","19,800",10%,5%,"1,100",이해인,김영사,20260529,시/에세이
9791130823751,S000220120847,저녁은 누구에게나 공평하게 온다,"13,000","11,700",10%,5%,650,박재학,푸른사상,20260529,시/에세이
9791124086247,S000219917648,오늘 단 2시간만,"18,700","16,830",10%,5%,930,이마이 다카시,마인드빌딩,20260527,시/에세이
9791199599963,S000220054284,추락이 아니라 고도를 낮춘 것이다,"18,000","16,200",10%,5%,900,시크릿마마,위즈덤코드,20260527,시/에세이
9791185135441,S000220106610,그때는 몰랐던,"14,000","12,600",10%,5%,700,김영순,문학의봄,20260525,시/에세이
9791199235649,S000219997168,적당한 마음,"16,000","14,400",10%,5%,800,장대성,출판사 결,20260522,시/에세이
9791194954088,S000219941496,행복한 사람,"14,000","12,600",10%,5%,700,나태주,템북,20260520,시/에세이
9791167742896,S000219940586,불교에 진심,"14,000","12,600",10%,5%,700,박사,어크로스,20260518,시/에세이
9791175010635,S000219981705,불투명 인간,"12,000","10,800",10%,5%,600,피재현,걷는사람,20260518,시/에세이
9791162437049,S000219998416,소년의 꿈,"12,000","10,800",10%,5%,600,정명준,시산맥,20260515,시/에세이
9788932045283,S000220046983,인간이라는 환상처럼,"12,000","10,800",10%,5%,600,하재연,문학과지성사,20260515,시/에세이
9791194184584,S000219812483,아빠의 도시락 편지,"18,500","16,650",10%,5%,920,크리스 얀들,이야기장수,20260504,시/에세이
9791170613886,S000219789433,각자의 우주,"17,800","16,020",10%,5%,890,정영한,북다,20260430,시/에세이
9791175780187,S000219786391,투명하지만 깨지지 않는,"17,500","15,750",10%,5%,870,박상아,부키,20260430,시/에세이
9791193282748,S000219791059,부모님 자서전,"18,000","16,200",10%,5%,900,지혜의숲 편집부,지혜의숲,20260429,시/에세이
9791124065389,S000219812485,무증상 환자,"13,000","11,700",10%,5%,650,문혜진,난다,20260428,시/에세이
9788962671780,S000219790641,"사랑, 그거","13,000","11,700",10%,5%,650,이비단모래,건강신문사,20260428,시/에세이
9791194192695,S000219862962,위로: 오늘을 견딘 당신에게,"16,800","15,120",10%,5%,840,박수경,행복우물,20260424,시/에세이
9791124455036,S000219736211,이지페이지: 너를 아끼며 살아라(큰글자책),"29,000","26,100",10%,5%,"1,450",나태주,더블북,20260423,시/에세이
9788936429645,S000219731307,숨은 어린이 찾기,"16,800","15,120",10%,5%,840,김소영,창비,20260420,시/에세이
9788930001564,S000219616793,아름다워지기 전에 뒤를 돌아보면 안 돼,"17,000","15,300",10%,1%,170,이영주,나남,20260418,시/에세이
9791167376329,S000219662556,다마스쿠스인 미흐야르의 노래,"17,000","15,300",10%,5%,850,아도니스,은행나무,20260415,시/에세이
9791198210869,S000219681604,우리는 영원히 사랑일 거야,"16,800","15,120",10%,5%,840,김민재,시선과단상,20260415,시/에세이
9791172671037,S000219601615,"사람아, 너는 봄의 고향이다","12,000","10,800",10%,5%,600,양광모,푸른길,20260415,시/에세이
9791191053623,S000219714892,놀고먹고 싶었는데 100평 텃밭이 생겼다,"18,500","16,650",10%,5%,920,김효원,이은북,20260414,시/에세이
9791172134006,S000219601545,"여보세요, 맞춤법 때문에 전화했습니다","17,000","15,300",10%,5%,850,이현영,한겨레출판,20260413,시/에세이
9791199649026,S000219681218,슬픔의 펼침면,"16,800","15,120",10%,5%,840,이제야,먼곳프레스,20260413,시/에세이
9791194947868,S000219562835,엄마의 온도,"17,000","15,300",10%,5%,850,이윤미,작가의집,20260413,시/에세이
9791194413943,S000219562666,형태 없는 불안,"17,000","15,300",10%,5%,850,서맨사 하비,서해문집,20260410,시/에세이
9788962261400,S000219524002,쇼펜하우어 사랑은 없다,"13,000","11,700",10%,5%,650,쇼펜하우어,해누리기획,20260410,시/에세이
9791194534716,S000219681131,"할아버지, 주원이 왔어요","20,000","18,000",10%,5%,"1,000",한근태,클라우드나인,20260409,시/에세이
9791190533836,S000219652493,가끔만 생각하려고,"15,000","13,500",10%,5%,750,박규현,1984BOOKS,20260409,시/에세이
9791173325717,S000219514446,호의에 대하여(15만 부 기념 양장 특별판),"22,000","19,800",10%,5%,"1,100",문형배,김영사,20260408,시/에세이
9791192638843,S000219670827,오늘내일하는 사이,"17,500","15,750",10%,5%,870,임봉근 외,안온북스,20260408,시/에세이
9788946423299,S000219545392,나는 이렇게 나이 들기로 했다,"18,000","16,200",10%,5%,900,신은경,샘터(샘터사),20260406,시/에세이
9791172541149,S000219601134,재지마인드(여름방학 에디션),"20,000","18,000",10%,5%,"1,000",키키 외,푸른숲,20260403,시/에세이
9791142349492,S000219513819,다만 너이기 때문에,"18,000","16,200",10%,5%,900,나태주,니들북,20260403,시/에세이
9791170527176,S000219597679,영국 정원 일기,"18,000","16,200",10%,5%,900,김민호,판미동,20260401,시/에세이
9791173579165,S000219595190,제철 채소 먹는 기쁨,"17,800","16,020",10%,5%,890,정고메,21세기북스,20260401,시/에세이
9791124065419,S000219545348,없을 때까지 있는 단어,"17,000","15,300",10%,5%,850,김언,난다,20260401,시/에세이
9791193300886,S000219544934,그럴 수 있다 그것이 인생이다,"20,000","18,000",10%,5%,"1,000",이왈종,좋은생각,20260330,시/에세이
9791173325632,S000219569886,오늘 묘생,"16,800","15,120",10%,5%,840,나응식,김영사,20260330,시/에세이
9788932476063,S000219514961,젊은 시인에게 보내는 편지 그리고 젊은 시인이 보낸 편지,"16,800","15,120",10%,5%,840,라이너 마리아 릴케 외,을유문화사,20260330,시/에세이
9788932119861,S000219509073,민들레의 영토(출간 50주년 기념판),"15,000","13,500",10%,5%,750,이해인,가톨릭출판사,20260330,시/에세이
9791199660748,S000219513801,승리의 순간에 함께합니다,"17,500","15,750",10%,5%,870,정우영,애플북스,20260326,시/에세이
9791193627082,S000219515670,환상,"10,000","9,000",10%,5%,500,신이재 외 45명,파도,20260326,시/에세이
9788925565071,S000000478924,일일시호일,"19,800","17,820",10%,5%,990,모리시타 노리코,알에이치코리아,20260318,시/에세이
9791194741985,S000219451469,당신에게 무해한 사랑을 보내요(케이크 에디션),"16,800","15,120",10%,5%,840,주또(이주영),포레스트 웨일,20260316,시/에세이
9791168756854,S000219306821,어떻게 사세요,"18,000","16,200",10%,1%,180,강원석,구민사,20260315,시/에세이
9791193238899,S000219338401,게이트우드 할머니의 발자국,"19,800","17,820",10%,5%,990,벤 몽고메리,수오서재,20260313,시/에세이
9791194184560,S000219468613,엄마와 딸들의 미친년의 역사,"17,800","16,020",10%,5%,890,이랑,이야기장수,20260312,시/에세이
9791192756943,S000219412156,행복한 빨간 구두,"24,000","21,600",10%,5%,"1,200",최화영,헥사곤,20260309,시/에세이
9791199365391,S000219382374,좋은 것들은 이토록 시시콜콜,"17,800","16,020",10%,5%,890,이소호 외,타이피스트,20260309,시/에세이
9791155818947,S000219312073,"행복한 사람, 타샤 튜더","24,800","22,320",10%,5%,"1,240",타샤 튜더,윌북,20260303,시/에세이
9791164713103,S000219333808,관계의 물리학,"18,900","17,010",10%,5%,940,림태주,행성B,20260303,시/에세이
9791175910362,S000219332713,함께 추락하러 왔어요,"15,000","13,500",10%,5%,750,서덕준,위즈덤하우스,20260226,시/에세이
9791130675275,S000219300024,정답은 있다,"18,000","16,200",10%,5%,900,이정효,다산북스,20260223,시/에세이
9791199516625,S000219144015,월든,"20,000","18,000",10%,5%,"1,000",헨리 데이비드 소로,클로츠,20260219,시/에세이
9791173557163,S000219139345,매일의 취향,"18,500","16,650",10%,5%,920,김미연 외,미다스북스,20260213,시/에세이
9791169086523,S000219055368,오래된 세계의 농담,"18,000","16,200",10%,5%,900,이다혜,오리지널스,20260203,시/에세이
9791199642003,S000218969763,말꽃,"19,000","17,100",10%,5%,950,김재원,달먹는토끼,20260129,시/에세이
9788932045078,S000219129572,꿈을 꾸게 하는 꿈이 있다,"12,000","10,800",10%,5%,600,이문재,문학과지성사,20260129,시/에세이
9791157065257,S000219083511,오늘은 괜찮은 하루,"18,000","16,200",10%,5%,900,권순표,메디치미디어,20260128,시/에세이
9791159336256,S000219055731,곰보 돌 궤적을 긋다,"17,000","15,300",10%,5%,850,황진숙,수필과비평사,20260127,시/에세이
9791155818879,S000219060964,나는 생각한다 고로 과하게 생각한다,"19,800","17,820",10%,5%,990,그랜트 스나이더,윌북,20260126,시/에세이
9791124181089,S000219082528,소란이 소란하지 않은 계절,"14,000","12,600",10%,5%,700,이경선,꿈공장플러스,20260126,시/에세이
9791124181058,S000219082631,익숙한 것들에게 작별을,"13,800","12,420",10%,5%,690,서윤주,꿈공장플러스,20260126,시/에세이
9791193044391,S000219055342,"아무튼, 명상","12,000","10,800",10%,5%,600,이은경,위고,20260125,시/에세이
9791169780735,S000218881476,FC서울 때문에 산다,"22,000","19,800",10%,5%,"1,100",피버피치,브레인스토어,20260123,시/에세이
9791175910249,S000219075303,모든 요일의 여행,"20,000","18,000",10%,5%,"1,000",김민철,위즈덤하우스,20260123,시/에세이
9791190533775,S000219026182,지극히 낮으신,"15,000","13,500",10%,5%,750,크리스티앙 보뱅,1984BOOKS,20260115,시/에세이
9791199383043,S000218786512,강풍에도 쓰러지지 않는다,"19,800","17,820",10%,5%,990,모옌,필로틱,20260113,시/에세이
9791124065280,S000218980008,퀸 앤 킹,"13,000","11,700",10%,5%,650,곽은영,난다,20260113,시/에세이
9788925572741,S000218964541,도쿄 킷사텐 도감,"20,000","18,000",10%,5%,"1,000",엔야 호나미,알에이치코리아,20260112,시/에세이
9788932324739,S000218858074,어떻게 내 사랑을 표현해야 할지,"17,500","15,750",10%,5%,870,허휘수,현암사,20260112,시/에세이
9791198886170,S000218963615,글을 쓰면서 생각한 것들,"18,000","16,200",10%,5%,900,임경선,토스트,20260107,시/에세이
9791192638812,S000218940784,"읽는 슬픔, 말하는 사랑","18,000","16,200",10%,5%,900,황인찬,안온북스,20260105,시/에세이
9791194391319,S000218856665,불광동 세무사는 오늘도 성장 중,"17,500","15,750",10%,5%,870,김우영,루아크,20260105,시/에세이
9791198481757,S000218961486,영원이 미래를 돌아본다,"12,000","10,800",10%,5%,600,이제니,문학실험실,20260101,시/에세이
9791141602840,S000218907302,"말하라, 기억이여","19,800","17,820",10%,5%,990,블라디미르 나보코프,문학동네,20251226,시/에세이
9791173830273,S000218782457,맨 끝줄 관객,"18,000","16,200",10%,5%,900,분더비니,문학수첩,20251226,시/에세이
9791173556319,S000218782983,전업주부는 언제 은퇴해요?,"18,000","16,200",10%,5%,900,김정은,미다스북스,20251224,시/에세이
9791141602697,S000218790836,문어는 심장이 세 개,"12,000","10,800",10%,5%,600,강지혜,문학동네,20251216,시/에세이
9791194324867,S000218790553,뜻밖의 미래 연구회,"12,000","10,800",10%,5%,600,김세희,아침달,20251215,시/에세이
